Date,Humidity (%),Dew Point (Celcius * 10),Pressure (mBar),Mean wind speed (knots * 10),Average wind bearing (degrees),Sunshine (hours * 100),Rainfall (mm * 1000),Temp in C 
10/8/1995 6:30,95,129,1021,48,180,0,0,13.6
10/8/1995 7:00,90,125,1021,35,180,0,0,14.1
10/8/1995 7:30,90,129,1021,31,180,26,0,14.5
10/8/1995 8:00,90,134,1022,30,180,51,0,15
10/8/1995 8:30,85,140,1022,52,180,49,0,16.4
10/8/1995 9:00,82,142,1022,56,180,51,0,17.3
10/8/1995 9:30,82,152,1022,73,180,50,0,18.2
10/8/1995 10:00,78,152,1022,69,180,51,0,19.1
10/8/1995 10:30,79,162,1022,57,180,50,0,20
10/8/1995 11:00,79,172,1021,67,180,50,0,20.9
10/8/1995 11:30,81,182,1022,65,180,50,0,21.7
10/8/1995 12:00,78,190,1021,68,180,51,0,23
10/8/1995 12:30,74,187,1021,75,180,50,0,23.5
10/8/1995 13:00,71,184,1021,82,180,51,0,23.9
10/8/1995 13:30,69,182,1021,66,180,49,0,24.3
10/8/1995 14:00,69,188,1020,67,180,51,0,24.8
10/8/1995 14:30,69,188,1020,58,180,50,0,24.8
10/8/1995 15:00,69,182,1020,64,180,51,0,24.3
10/8/1995 15:30,66,175,1020,57,180,50,0,24.3
10/8/1995 16:00,68,177,1020,74,180,50,0,23.9
10/8/1995 16:30,71,180,1020,62,180,50,0,23.5
10/8/1995 17:00,70,170,1020,42,180,37,0,22.6
10/8/1995 17:30,70,160,1020,42,135,0,0,21.7
10/8/1995 18:00,72,156,1020,33,135,0,0,20.9
10/8/1995 18:30,79,162,1020,30,135,0,0,20
10/8/1995 19:00,79,159,1020,34,135,0,0,19.5
10/8/1995 19:30,83,156,1020,28,135,0,0,18.6
10/8/1995 20:00,82,152,1020,43,135,0,0,18.2
10/8/1995 20:30,87,155,1020,36,180,0,0,17.7
10/8/1995 21:00,86,149,1020,44,135,0,0,17.3
10/8/1995 21:30,86,149,1020,40,180,0,0,17.3
10/8/1995 22:00,87,146,1020,28,135,0,0,16.8
10/8/1995 22:30,91,149,1020,16,135,0,0,16.4
10/8/1995 22:59,85,140,1019,16,135,0,0,16.4
10/8/1995 23:00,85,140,1019,16,135,0,0,16.4
10/8/1995 23:30,85,140,1019,37,135,0,0,16.4
10/9/1995 0:00,91,149,1019,39,135,0,0,16.4
10/9/1995 0:30,91,149,1019,43,135,0,0,16.4
10/9/1995 1:00,91,149,1018,37,135,0,0,16.4
10/9/1995 1:30,90,143,1018,27,135,0,0,15.9
10/9/1995 2:00,90,143,1018,35,180,0,0,15.9
10/9/1995 2:30,89,137,1018,20,180,0,0,15.5
10/9/1995 3:00,94,141,1017,18,180,0,0,15
10/9/1995 3:30,90,134,1017,20,180,0,0,15
10/9/1995 4:00,94,141,1017,26,180,0,0,15
10/9/1995 4:30,90,134,1017,32,135,0,0,15
10/9/1995 5:00,90,134,1017,45,180,0,0,15
10/9/1995 5:30,90,134,1016,46,135,0,0,15
10/9/1995 6:00,96,138,1017,47,180,0,0,14.5
10/9/1995 6:30,96,138,1017,30,180,0,0,14.5
10/9/1995 7:00,96,138,1017,38,135,0,0,14.5
10/9/1995 7:30,90,134,1017,31,180,22,0,15
10/9/1995 8:00,89,137,1017,27,180,51,0,15.5
10/9/1995 8:30,91,149,1017,47,180,50,0,16.4
10/9/1995 9:00,86,149,1017,59,180,51,0,17.3
10/9/1995 9:30,82,152,1017,50,180,49,0,18.2
10/9/1995 10:00,83,161,1018,62,180,51,0,19.1
10/9/1995 10:30,76,159,1017,63,180,51,0,20.4
10/9/1995 11:00,76,169,1017,59,180,49,0,21.3
10/9/1995 11:30,73,172,1017,61,180,51,0,22.2
10/9/1995 12:00,75,183,1017,64,180,50,0,23
10/9/1995 12:30,74,187,1017,45,180,51,0,23.5
10/9/1995 13:00,69,182,1016,54,180,50,0,24.3
10/9/1995 13:30,72,190,1016,61,180,50,0,24.3
10/9/1995 14:00,69,182,1016,52,180,50,0,24.3
10/9/1995 14:30,72,190,1017,46,180,51,0,24.3
10/9/1995 15:00,75,193,1016,44,180,50,0,23.9
10/9/1995 15:30,71,184,1017,44,180,50,0,23.9
10/9/1995 16:00,74,187,1017,23,180,50,0,23.5
10/9/1995 16:30,78,190,1017,26,225,24,0,23
10/9/1995 17:00,81,188,1017,2,180,0,0,22.2
10/9/1995 17:30,80,178,1018,2,225,0,0,21.3
10/9/1995 18:00,83,175,1018,1,225,0,0,20.4
10/9/1995 18:30,83,171,1019,0,,0,0,20
10/9/1995 19:00,87,168,1019,0,,0,0,19.1
10/9/1995 19:30,91,171,1019,0,,0,0,18.6
10/9/1995 20:00,91,167,1020,0,,0,0,18.2
10/9/1995 20:30,91,162,1020,0,,0,0,17.7
10/9/1995 21:00,87,155,1020,0,,0,0,17.7
10/9/1995 21:30,91,158,1020,0,,0,0,17.3
10/9/1995 22:00,91,158,1020,0,,0,0,17.3
10/9/1995 22:30,91,158,1021,0,,0,0,17.3
10/9/1995 22:59,91,158,1021,0,,0,0,17.3
10/9/1995 23:00,91,158,1021,0,,0,0,17.3
10/9/1995 23:30,91,153,1021,0,,0,0,16.8
10/10/1995 0:00,91,153,1021,0,,0,0,16.8
10/10/1995 0:30,91,149,1020,0,,0,0,16.4
10/10/1995 1:00,91,149,1021,0,,0,0,16.4
10/10/1995 1:30,96,152,1021,0,,0,0,15.9
10/10/1995 2:00,90,143,1021,0,,0,0,15.9
10/10/1995 2:30,90,143,1021,0,,0,0,15.9
10/10/1995 3:00,85,130,1020,0,,0,0,15.5
10/10/1995 3:30,90,134,1020,0,,0,0,15
10/10/1995 4:00,90,134,1021,0,,0,0,15
10/10/1995 4:30,90,134,1021,0,,0,0,15
10/10/1995 5:00,90,129,1021,0,,0,0,14.5
10/10/1995 5:30,85,125,1021,0,,0,0,15
10/10/1995 6:00,90,129,1021,0,,0,0,14.5
10/10/1995 6:30,90,129,1022,0,,0,0,14.5
10/10/1995 7:00,90,129,1022,0,,0,0,14.5
10/10/1995 7:30,90,129,1022,1,225,0,0,14.5
10/10/1995 8:00,85,125,1022,0,,0,0,15
10/10/1995 8:30,85,130,1022,0,,0,0,15.5
10/10/1995 9:00,85,130,1023,1,225,0,0,15.5
10/10/1995 9:30,85,134,1023,0,,15,10,15.9
10/10/1995 10:00,82,137,1023,2,270,4,0,16.8
10/10/1995 10:30,77,133,1023,11,315,15,0,17.3
10/10/1995 11:00,77,133,1023,16,315,17,0,17.3
10/10/1995 11:30,78,139,1023,4,270,41,0,17.7
10/10/1995 12:00,74,139,1023,9,315,37,0,18.6
10/10/1995 12:30,67,138,1023,6,270,51,0,20
10/10/1995 13:00,71,146,1023,2,315,44,0,20
10/10/1995 13:30,68,143,1023,4,0,32,0,20.4
10/10/1995 14:00,72,152,1023,5,270,42,0,20.4
10/10/1995 14:30,68,149,1023,8,315,33,0,20.9
10/10/1995 15:00,68,149,1023,2,270,50,0,20.9
10/10/1995 15:30,68,149,1023,0,,51,0,20.9
10/10/1995 16:00,68,143,1023,1,315,48,0,20.4
10/10/1995 16:30,67,138,1023,0,,0,0,20
10/10/1995 17:00,75,145,1024,0,,0,0,19.1
10/10/1995 17:30,71,132,1024,0,,0,0,18.6
10/10/1995 18:00,74,129,1024,0,,0,0,17.7
10/10/1995 18:30,72,123,1024,0,,0,0,17.3
10/10/1995 19:00,72,113,1024,6,315,0,0,16.4
10/10/1995 19:30,76,117,1025,11,315,0,0,15.9
10/10/1995 20:00,76,113,1025,15,0,0,0,15.5
10/10/1995 20:30,76,113,1025,10,0,0,0,15.5
10/10/1995 21:00,75,107,1025,0,,0,0,15
10/10/1995 21:30,76,103,1025,0,,0,0,14.5
10/10/1995 22:00,84,115,1025,0,,0,0,14.1
10/10/1995 22:30,85,112,1025,0,,0,0,13.6
10/10/1995 22:59,84,105,1025,0,,0,0,13.2
10/10/1995 23:00,84,105,1025,0,,0,0,13.2
10/10/1995 23:30,85,102,1025,0,,0,0,12.7
10/11/1995 0:00,85,102,1025,0,,0,0,12.7
10/11/1995 0:30,85,102,1025,0,,0,0,12.7
10/11/1995 1:00,79,92,1025,0,,0,0,12.7
10/11/1995 1:30,83,96,1025,0,,0,0,12.3
10/11/1995 2:00,83,96,1024,0,,0,0,12.3
10/11/1995 2:30,83,96,1024,0,,2,0,12.3
10/11/1995 3:00,83,96,1024,0,,0,0,12.3
10/11/1995 3:30,84,92,1024,0,,0,0,11.8
10/11/1995 4:00,84,92,1024,0,,0,0,11.8
10/11/1995 4:30,89,96,1024,0,,0,0,11.4
10/11/1995 5:00,83,86,1024,0,,0,0,11.4
10/11/1995 5:30,89,96,1023,0,,0,0,11.4
10/11/1995 6:00,89,96,1023,0,,0,0,11.4
10/11/1995 6:30,89,96,1023,0,,0,0,11.4
10/11/1995 7:00,89,101,1023,0,,0,0,11.8
10/11/1995 7:30,84,92,1023,0,,18,0,11.8
10/11/1995 8:00,83,96,1023,0,,51,0,12.3
10/11/1995 8:30,90,115,1023,2,180,50,0,13.2
10/11/1995 9:00,90,125,1023,15,180,50,0,14.1
10/11/1995 9:30,85,130,1022,25,180,50,0,15.5
10/11/1995 10:00,82,137,1022,46,180,50,0,16.8
10/11/1995 10:30,82,146,1022,42,180,45,0,17.7
10/11/1995 11:00,79,149,1022,39,180,38,0,18.6
10/11/1995 11:30,83,161,1022,43,180,13,0,19.1
10/11/1995 12:00,79,159,1021,54,180,25,0,19.5
10/11/1995 12:30,79,159,1020,51,180,0,0,19.5
10/11/1995 13:00,79,159,1020,47,180,0,0,19.5
10/11/1995 13:30,83,166,1020,32,135,0,0,19.5
10/11/1995 14:00,79,162,1020,38,180,0,0,20
10/11/1995 14:30,83,175,1019,26,180,38,0,20.4
10/11/1995 15:00,83,175,1018,36,180,52,0,20.4
10/11/1995 15:30,83,175,1019,30,180,50,0,20.4
10/11/1995 16:00,83,175,1018,27,180,51,0,20.4
10/11/1995 16:30,79,162,1018,28,180,5,0,20
10/11/1995 17:00,83,161,1018,27,180,0,0,19.1
10/11/1995 17:30,82,152,1018,30,180,0,0,18.2
10/11/1995 18:00,86,149,1018,62,180,0,0,17.3
10/11/1995 18:30,87,146,1018,55,180,0,0,16.8
10/11/1995 19:00,87,146,1019,46,180,0,0,16.8
10/11/1995 19:30,85,140,1019,30,180,0,0,16.4
10/11/1995 20:00,85,134,1019,47,180,0,0,15.9
10/11/1995 20:30,85,134,1018,39,135,0,0,15.9
10/11/1995 21:00,85,134,1019,33,135,0,0,15.9
10/11/1995 21:30,85,134,1019,40,135,0,0,15.9
10/11/1995 22:00,85,134,1019,44,180,0,0,15.9
10/11/1995 22:30,85,134,1019,36,180,0,0,15.9
10/11/1995 22:59,90,143,1018,23,180,0,0,15.9
10/11/1995 23:00,90,143,1018,23,180,0,0,15.9
10/11/1995 23:30,85,140,1019,33,180,0,0,16.4
10/12/1995 0:00,85,140,1018,25,135,0,0,16.4
10/12/1995 0:30,85,140,1018,28,180,0,0,16.4
10/12/1995 1:00,85,140,1018,52,180,0,0,16.4
10/12/1995 1:30,85,140,1018,50,180,0,0,16.4
10/12/1995 2:00,85,140,1018,43,180,0,0,16.4
10/12/1995 2:30,85,140,1018,23,180,0,0,16.4
10/12/1995 3:00,85,140,1018,9,225,0,0,16.4
10/12/1995 3:30,85,140,1018,7,225,0,0,16.4
10/12/1995 4:00,85,140,1018,18,225,0,0,16.4
10/12/1995 4:30,85,140,1018,25,180,0,0,16.4
10/12/1995 5:00,85,140,1018,33,180,0,0,16.4
10/12/1995 5:30,85,140,1018,18,225,0,0,16.4
10/12/1995 6:00,85,134,1018,19,225,0,0,15.9
10/12/1995 6:30,85,134,1019,23,180,0,0,15.9
10/12/1995 7:00,85,134,1019,26,180,0,0,15.9
10/12/1995 7:30,85,134,1020,15,225,0,0,15.9
10/12/1995 8:00,85,140,1020,14,225,0,0,16.4
10/12/1995 8:30,85,140,1020,11,225,0,0,16.4
10/12/1995 9:00,87,146,1020,13,180,0,0,16.8
10/12/1995 9:30,87,146,1020,13,225,0,0,16.8
10/12/1995 10:00,82,146,1020,24,180,0,0,17.7
10/12/1995 10:30,86,149,1020,24,180,0,0,17.3
10/12/1995 11:00,87,155,1020,29,180,0,0,17.7
10/12/1995 11:30,87,155,1020,32,180,0,0,17.7
10/12/1995 12:00,82,152,1020,37,180,0,0,18.2
10/12/1995 12:30,83,156,1020,41,180,0,0,18.6
10/12/1995 13:00,83,161,1020,26,180,0,0,19.1
10/12/1995 13:30,79,162,1019,27,180,30,0,20
10/12/1995 14:00,80,168,1019,19,225,47,0,20.4
10/12/1995 14:30,83,175,1019,15,180,28,0,20.4
10/12/1995 15:00,84,180,1019,11,225,0,0,20.9
10/12/1995 15:30,84,180,1018,5,225,0,0,20.9
10/12/1995 16:00,84,180,1019,2,225,1,20,20.9
10/12/1995 16:30,88,183,1019,0,,0,0,20.4
10/12/1995 17:00,83,171,1019,0,,0,0,20
10/12/1995 17:30,83,161,1019,0,,0,0,19.1
10/12/1995 18:00,83,156,1019,0,,0,0,18.6
10/12/1995 18:30,82,152,1019,0,,0,0,18.2
10/12/1995 19:00,86,149,1019,0,,0,0,17.3
10/12/1995 19:30,91,153,1020,0,,0,0,16.8
10/12/1995 20:00,91,149,1020,0,,0,0,16.4
10/12/1995 20:30,85,140,1020,0,,0,0,16.4
10/12/1995 21:00,85,134,1020,0,,0,0,15.9
10/12/1995 21:30,89,137,1020,1,180,0,0,15.5
10/12/1995 22:00,90,134,1020,0,,0,0,15
10/12/1995 22:30,90,129,1020,0,,0,0,14.5
10/12/1995 22:59,90,129,1020,1,180,0,0,14.5
10/12/1995 23:00,90,129,1020,1,180,0,0,14.5
10/12/1995 23:30,90,129,1020,5,180,0,0,14.5
10/13/1995 0:00,90,125,1020,4,180,0,0,14.1
10/13/1995 0:30,95,129,1020,6,180,0,0,13.6
10/13/1995 1:00,94,123,1020,1,180,0,20,13.2
10/13/1995 1:30,94,123,1020,2,180,0,20,13.2
10/13/1995 2:00,94,123,1020,9,180,0,10,13.2
10/13/1995 2:30,94,123,1020,28,225,0,0,13.2
10/13/1995 3:00,94,123,1020,22,225,0,10,13.2
10/13/1995 3:30,90,119,1020,16,225,0,0,13.6
10/13/1995 4:00,95,129,1020,1,270,0,0,13.6
10/13/1995 4:30,90,125,1020,0,,0,0,14.1
10/13/1995 5:00,90,125,1020,1,180,0,0,14.1
10/13/1995 5:30,94,132,1020,4,180,0,0,14.1
10/13/1995 6:00,94,132,1020,2,225,0,0,14.1
10/13/1995 6:30,94,132,1020,2,225,0,0,14.1
10/13/1995 7:00,94,132,1020,1,180,0,0,14.1
10/13/1995 7:30,94,132,1020,3,180,0,0,14.1
10/13/1995 8:00,90,129,1021,4,225,0,0,14.5
10/13/1995 8:30,96,138,1021,5,180,0,0,14.5
10/13/1995 9:00,96,138,1021,9,180,0,0,14.5
10/13/1995 9:30,90,134,1021,6,180,0,0,15
10/13/1995 10:00,85,130,1021,13,180,0,0,15.5
10/13/1995 10:30,85,134,1021,6,135,0,0,15.9
10/13/1995 11:00,85,140,1021,10,180,0,0,16.4
10/13/1995 11:30,87,146,1021,6,180,20,0,16.8
10/13/1995 12:00,82,146,1020,11,180,49,0,17.7
10/13/1995 12:30,82,152,1020,18,180,50,0,18.2
10/13/1995 13:00,78,152,1020,19,180,50,0,19.1
10/13/1995 13:30,79,159,1020,12,180,56,250,19.5
10/13/1995 14:00,79,162,1020,19,180,52,0,20
10/13/1995 14:30,83,171,1020,23,180,50,0,20
10/13/1995 15:00,83,171,1019,21,180,50,0,20
10/13/1995 15:30,79,162,1019,27,180,51,0,20
10/13/1995 16:00,83,166,1019,19,180,23,0,19.5
10/13/1995 16:30,87,165,1019,12,180,0,0,18.6
10/13/1995 17:00,87,155,1019,14,180,0,0,17.7
10/13/1995 17:30,86,149,1019,12,180,0,0,17.3
10/13/1995 18:00,91,149,1019,2,180,0,0,16.4
10/13/1995 18:30,91,149,1020,4,180,0,0,16.4
10/13/1995 19:00,90,143,1019,2,180,0,0,15.9
10/13/1995 19:30,95,146,1020,5,180,0,0,15.5
10/13/1995 20:00,89,137,1020,4,180,0,0,15.5
10/13/1995 20:30,94,141,1020,9,180,0,0,15
10/13/1995 21:00,94,141,1020,10,180,0,0,15
10/13/1995 21:30,94,141,1020,4,180,0,0,15
10/13/1995 22:00,96,138,1020,4,180,0,0,14.5
10/13/1995 22:30,94,132,1020,6,180,0,0,14.1
10/13/1995 22:59,94,132,1020,7,180,0,0,14.1
10/13/1995 23:00,94,132,1020,7,180,0,0,14.1
10/13/1995 23:30,94,132,1019,4,180,0,0,14.1
10/14/1995 0:00,94,132,1019,2,180,0,0,14.1
10/14/1995 0:30,95,129,1019,7,180,0,0,13.6
10/14/1995 1:00,100,136,1019,8,180,0,0,13.6
10/14/1995 1:30,100,136,1018,5,180,0,0,13.6
10/14/1995 2:00,100,136,1018,5,180,0,0,13.6
10/14/1995 2:30,94,132,1018,4,180,0,0,14.1
10/14/1995 3:00,94,132,1018,1,135,0,0,14.1
10/14/1995 3:30,100,141,1018,3,180,0,0,14.1
10/14/1995 4:00,96,138,1017,4,135,0,0,14.5
10/14/1995 4:30,96,138,1018,5,180,0,0,14.5
10/14/1995 5:00,96,138,1017,8,135,0,0,14.5
10/14/1995 5:30,96,138,1017,6,180,0,0,14.5
10/14/1995 6:00,94,141,1017,4,180,0,0,15
10/14/1995 6:30,94,141,1017,8,180,0,0,15
10/14/1995 7:00,94,141,1017,18,180,0,0,15
10/14/1995 7:30,94,141,1017,14,180,0,0,15
10/14/1995 8:00,95,146,1017,14,180,0,0,15.5
10/14/1995 8:30,95,146,1017,18,180,0,0,15.5
10/14/1995 9:00,96,152,1017,19,180,0,0,15.9
10/14/1995 9:30,91,153,1017,21,180,0,0,16.8
10/14/1995 10:00,91,153,1017,29,180,0,0,16.8
10/14/1995 10:30,86,149,1017,33,180,0,0,17.3
10/14/1995 11:00,91,158,1016,23,180,0,0,17.3
10/14/1995 11:30,87,155,1016,31,180,0,0,17.7
10/14/1995 12:00,91,167,1016,33,180,16,0,18.2
10/14/1995 12:30,87,165,1016,21,180,5,0,18.6
10/14/1995 13:00,87,168,1016,29,180,0,0,19.1
10/14/1995 13:30,88,174,1015,21,180,0,0,19.5
10/14/1995 14:00,83,175,1015,19,180,15,0,20.4
10/14/1995 14:30,83,175,1015,28,180,21,0,20.4
10/14/1995 15:00,83,171,1015,25,180,10,0,20
10/14/1995 15:30,88,174,1014,13,135,8,0,19.5
10/14/1995 16:00,87,168,1014,3,135,0,0,19.1
10/14/1995 16:30,91,171,1014,2,180,0,0,18.6
10/14/1995 17:00,91,167,1015,3,180,0,0,18.2
10/14/1995 17:30,91,162,1015,2,180,0,0,17.7
10/14/1995 18:00,91,162,1015,11,180,0,0,17.7
10/14/1995 18:30,91,158,1015,21,180,0,0,17.3
10/14/1995 19:00,91,153,1015,11,180,0,0,16.8
10/14/1995 19:30,91,149,1015,17,180,0,0,16.4
10/14/1995 20:00,96,152,1014,10,180,0,0,15.9
10/14/1995 20:30,90,143,1015,20,180,0,0,15.9
10/14/1995 21:00,95,146,1015,21,180,0,0,15.5
10/14/1995 21:30,94,141,1015,8,180,0,0,15
10/14/1995 22:00,96,138,1016,5,225,0,0,14.5
10/14/1995 22:30,96,138,1015,11,180,0,0,14.5
10/14/1995 22:59,96,138,1015,8,180,0,0,14.5
10/14/1995 23:00,96,138,1015,8,180,0,0,14.5
10/14/1995 23:30,94,132,1015,2,180,0,0,14.1
10/15/1995 0:00,95,129,1015,1,180,0,0,13.6
10/15/1995 0:30,95,129,1015,8,180,0,0,13.6
10/15/1995 1:00,95,129,1015,13,180,0,0,13.6
10/15/1995 1:30,95,129,1014,12,180,0,0,13.6
10/15/1995 2:00,94,123,1015,7,180,0,0,13.2
10/15/1995 2:30,94,123,1014,8,180,0,20,13.2
10/15/1995 3:00,94,123,1014,7,180,0,10,13.2
10/15/1995 3:30,100,127,1014,1,180,0,10,12.7
10/15/1995 4:00,95,120,1015,0,,0,10,12.7
10/15/1995 4:30,95,120,1015,0,,0,10,12.7
10/15/1995 5:00,95,120,1015,0,,0,10,12.7
10/15/1995 5:30,95,120,1015,4,180,0,0,12.7
10/15/1995 6:00,100,127,1015,14,180,0,0,12.7
10/15/1995 6:30,94,123,1016,8,180,0,0,13.2
10/15/1995 7:00,100,132,1016,5,180,0,0,13.2
10/15/1995 7:30,95,129,1017,5,180,0,0,13.6
10/15/1995 8:00,94,132,1017,3,180,0,0,14.1
10/15/1995 8:30,94,132,1017,8,180,5,0,14.1
10/15/1995 9:00,90,134,1017,10,180,41,0,15
10/15/1995 9:30,89,137,1017,23,180,49,0,15.5
10/15/1995 10:00,90,143,1018,27,180,50,0,15.9
10/15/1995 10:30,82,142,1017,46,225,45,0,17.3
10/15/1995 11:00,82,146,1017,44,225,35,0,17.7
10/15/1995 11:30,75,145,1017,58,225,41,0,19.1
10/15/1995 12:00,75,149,1017,65,225,24,0,19.5
10/15/1995 12:30,71,146,1017,64,180,14,0,20
10/15/1995 13:00,71,146,1017,63,225,23,0,20
10/15/1995 13:30,68,143,1017,62,180,45,0,20.4
10/15/1995 14:00,71,146,1017,48,225,10,0,20
10/15/1995 14:30,75,149,1017,42,225,1,0,19.5
10/15/1995 15:00,75,149,1017,44,225,6,0,19.5
10/15/1995 15:30,71,142,1018,56,225,47,0,19.5
10/15/1995 16:00,75,145,1018,34,180,44,0,19.1
10/15/1995 16:30,79,149,1018,34,225,29,0,18.6
10/15/1995 17:00,78,139,1018,21,225,0,0,17.7
10/15/1995 17:30,82,142,1018,4,180,0,0,17.3
10/15/1995 18:00,82,137,1018,6,180,0,0,16.8
10/15/1995 18:30,80,130,1019,6,180,0,0,16.4
10/15/1995 19:00,85,130,1019,2,180,0,0,15.5
10/15/1995 19:30,85,125,1019,4,180,0,0,15
10/15/1995 20:00,86,121,1020,4,180,0,0,14.5
10/15/1995 20:30,86,121,1020,1,180,0,0,14.5
10/15/1995 21:00,84,115,1020,1,180,0,0,14.1
10/15/1995 21:30,90,119,1020,7,180,0,0,13.6
10/15/1995 22:00,90,119,1020,6,180,0,0,13.6
10/15/1995 22:30,90,125,1021,7,180,0,0,14.1
10/15/1995 22:59,90,125,1021,7,180,0,0,14.1
10/15/1995 23:00,90,125,1021,7,180,0,0,14.1
10/15/1995 23:30,90,125,1021,3,180,0,0,14.1
10/16/1995 0:00,86,121,1021,5,180,0,0,14.5
10/16/1995 0:30,90,125,1021,2,180,0,0,14.1
10/16/1995 1:00,90,119,1021,5,180,0,0,13.6
10/16/1995 1:30,90,119,1021,4,180,0,0,13.6
10/16/1995 2:00,90,115,1021,1,180,0,0,13.2
10/16/1995 2:30,95,120,1020,3,180,0,0,12.7
10/16/1995 3:00,89,110,1021,7,180,0,0,12.7
10/16/1995 3:30,89,110,1021,24,180,0,0,12.7
10/16/1995 4:00,89,110,1021,28,180,0,0,12.7
10/16/1995 4:30,95,120,1021,19,225,0,0,12.7
10/16/1995 5:00,90,115,1021,16,225,0,0,13.2
10/16/1995 5:30,89,110,1021,6,180,0,0,12.7
10/16/1995 6:00,89,106,1021,0,,0,0,12.3
10/16/1995 6:30,89,106,1021,3,180,0,0,12.3
10/16/1995 7:00,89,110,1022,13,180,0,0,12.7
10/16/1995 7:30,90,115,1022,15,180,0,0,13.2
10/16/1995 8:00,90,115,1022,11,180,0,0,13.2
10/16/1995 8:30,84,115,1021,16,180,0,0,14.1
10/16/1995 9:00,86,121,1021,29,180,0,0,14.5
10/16/1995 9:30,85,125,1022,38,180,0,0,15
10/16/1995 10:00,81,127,1021,45,180,0,0,15.9
10/16/1995 10:30,80,130,1021,47,180,15,0,16.4
10/16/1995 11:00,77,133,1021,47,180,44,0,17.3
10/16/1995 11:30,78,142,1021,57,180,17,0,18.2
10/16/1995 12:00,74,139,1020,58,180,3,0,18.6
10/16/1995 12:30,74,139,1020,53,180,0,0,18.6
10/16/1995 13:00,71,142,1020,49,180,0,0,19.5
10/16/1995 13:30,71,142,1020,52,180,1,0,19.5
10/16/1995 14:00,67,138,1019,64,180,29,0,20
10/16/1995 14:30,67,138,1019,61,180,10,0,20
10/16/1995 15:00,68,143,1019,62,180,22,0,20.4
10/16/1995 15:30,67,138,1018,58,180,6,0,20
10/16/1995 16:00,71,142,1019,42,180,0,0,19.5
10/16/1995 16:30,75,145,1019,27,180,0,0,19.1
10/16/1995 17:00,74,135,1018,24,180,0,0,18.2
10/16/1995 17:30,78,139,1019,13,135,0,0,17.7
10/16/1995 18:00,77,133,1019,15,180,0,0,17.3
10/16/1995 18:30,77,127,1019,17,135,0,0,16.8
10/16/1995 19:00,80,130,1019,26,135,0,0,16.4
10/16/1995 19:30,80,130,1019,30,135,0,0,16.4
10/16/1995 20:00,81,127,1020,41,135,0,0,15.9
10/16/1995 20:30,80,120,1019,43,135,0,0,15.5
10/16/1995 21:00,85,125,1019,45,135,0,0,15
10/16/1995 21:30,85,125,1019,45,135,0,0,15
10/16/1995 22:00,86,121,1019,43,135,0,0,14.5
10/16/1995 22:30,86,121,1019,31,135,0,0,14.5
10/16/1995 22:59,86,121,1019,33,180,0,0,14.5
10/16/1995 23:00,86,121,1019,33,180,0,0,14.5
10/16/1995 23:30,84,115,1018,34,135,0,0,14.1
10/17/1995 0:00,84,115,1018,48,135,0,0,14.1
10/17/1995 0:30,84,115,1018,41,135,0,0,14.1
10/17/1995 1:00,84,115,1018,39,180,0,0,14.1
10/17/1995 1:30,90,119,1017,57,135,0,0,13.6
10/17/1995 2:00,90,119,1017,47,135,0,0,13.6
10/17/1995 2:30,85,112,1017,43,135,0,0,13.6
10/17/1995 3:00,90,119,1017,33,180,0,0,13.6
10/17/1995 3:30,84,115,1017,30,180,0,0,14.1
10/17/1995 4:00,84,115,1016,36,135,0,0,14.1
10/17/1995 4:30,84,115,1016,40,135,0,0,14.1
10/17/1995 5:00,84,115,1016,35,180,0,0,14.1
10/17/1995 5:30,84,115,1016,46,180,0,0,14.1
10/17/1995 6:00,84,115,1016,36,180,0,0,14.1
10/17/1995 6:30,84,115,1016,56,180,0,0,14.1
10/17/1995 7:00,84,115,1016,69,135,0,0,14.1
10/17/1995 7:30,86,121,1016,60,135,0,0,14.5
10/17/1995 8:00,81,117,1016,51,135,0,0,15
10/17/1995 8:30,80,120,1016,54,180,0,0,15.5
10/17/1995 9:00,81,127,1016,48,180,0,0,15.9
10/17/1995 9:30,77,127,1016,56,180,0,0,16.8
10/17/1995 10:00,82,137,1015,62,180,0,0,16.8
10/17/1995 10:30,77,133,1016,55,180,0,0,17.3
10/17/1995 11:00,74,135,1016,69,180,0,0,18.2
10/17/1995 11:30,78,142,1015,73,180,0,0,18.2
10/17/1995 12:00,74,139,1015,80,180,0,0,18.6
10/17/1995 12:30,79,149,1015,83,180,0,0,18.6
10/17/1995 13:00,75,145,1015,77,180,0,0,19.1
10/17/1995 13:30,79,149,1015,75,180,0,0,18.6
10/17/1995 14:00,79,149,1015,74,180,0,0,18.6
10/17/1995 14:30,79,149,1015,69,180,0,0,18.6
10/17/1995 15:00,82,152,1016,65,180,0,0,18.2
10/17/1995 15:30,82,152,1016,57,180,0,0,18.2
10/17/1995 16:00,82,152,1016,62,225,0,0,18.2
10/17/1995 16:30,82,152,1016,52,180,0,0,18.2
10/17/1995 17:00,82,152,1017,36,180,0,0,18.2
10/17/1995 17:30,87,155,1017,46,180,0,0,17.7
10/17/1995 18:00,86,149,1018,33,180,0,0,17.3
10/17/1995 18:30,87,146,1018,33,225,0,0,16.8
10/17/1995 19:00,85,140,1019,49,225,0,0,16.4
10/17/1995 19:30,85,140,1019,43,225,0,0,16.4
10/17/1995 20:00,85,134,1020,27,225,0,0,15.9
