Date,Humidity (%),Dew Point (Celcius * 10),Pressure (mBar),Mean wind speed (knots * 10),Average wind bearing (degrees),Sunshine (hours * 100),Rainfall (mm * 1000),Temp in C 
7/11/1995 9:00,78,194,1009,2,45,0,0,23.4
7/11/1995 9:30,73,195,1009,7,135,28,0,24.7
7/11/1995 10:00,67,194,1008,8,180,50,0,26
7/11/1995 10:30,67,198,1008,7,45,50,0,26.5
7/11/1995 11:00,68,204,1008,7,45,27,0,26.9
7/11/1995 11:30,68,213,1008,13,45,0,0,27.8
7/11/1995 12:00,69,219,1008,6,45,0,0,28.2
7/11/1995 12:30,69,219,1008,5,45,0,0,28.2
7/11/1995 13:00,83,230,1008,29,180,0,1830,26
7/11/1995 15:30,80,223,1008,2,180,0,0,26.1
7/11/1995 16:00,73,219,1008,14,180,9,0,27
7/11/1995 16:30,67,208,1008,21,180,0,0,27.4
7/11/1995 17:00,73,219,1008,32,180,0,0,27
7/11/1995 17:30,76,215,1008,17,225,0,0,26.1
7/11/1995 18:00,76,211,1008,17,270,0,0,25.7
7/11/1995 18:30,79,213,1008,4,270,0,0,25.2
7/11/1995 19:00,79,213,1008,1,270,0,0,25.2
7/11/1995 19:30,79,209,1009,0,,0,0,24.8
7/11/1995 20:00,86,214,1009,0,,0,0,23.9
7/11/1995 20:30,85,208,1009,0,,0,0,23.5
7/11/1995 21:00,89,210,1010,0,,0,0,23
7/11/1995 21:30,88,202,1010,10,225,0,0,22.2
7/11/1995 22:00,93,205,1010,6,225,0,0,21.7
7/11/1995 22:30,92,199,1010,8,180,0,0,21.3
7/11/1995 22:59,84,180,1011,8,225,0,0,20.9
7/11/1995 23:00,84,180,1011,8,225,0,0,20.9
7/11/1995 23:30,83,175,1010,15,225,0,0,20.4
7/12/1995 0:00,80,168,1010,16,225,0,0,20.4
7/12/1995 0:30,79,159,1011,18,225,0,0,19.5
7/12/1995 1:00,87,168,1011,16,225,0,0,19.1
7/12/1995 1:30,87,165,1011,6,225,0,0,18.6
7/12/1995 2:00,83,156,1011,0,,0,0,18.6
7/12/1995 2:30,86,159,1011,0,,0,0,18.2
7/12/1995 3:00,87,155,1012,2,180,0,0,17.7
7/12/1995 3:30,86,149,1012,11,225,0,0,17.3
7/12/1995 4:00,87,146,1012,1,225,0,0,16.8
7/12/1995 4:30,91,149,1012,2,225,0,0,16.4
7/12/1995 5:00,85,140,1012,6,225,0,0,16.4
7/12/1995 5:30,91,149,1012,7,225,23,0,16.4
7/12/1995 6:00,91,153,1012,9,225,51,0,16.8
7/12/1995 6:30,87,155,1012,6,270,27,0,17.7
7/12/1995 7:00,86,159,1013,16,225,5,0,18.2
7/12/1995 7:30,79,159,1013,17,225,35,0,19.5
7/12/1995 8:00,76,159,1012,23,270,46,0,20.4
7/12/1995 8:30,76,159,1012,32,225,49,0,20.4
7/12/1995 9:00,76,169,1012,26,225,47,0,21.3
7/12/1995 9:30,73,167,1012,35,225,45,0,21.7
7/12/1995 10:00,69,163,1012,41,225,49,0,22.2
7/12/1995 10:30,71,174,1012,42,225,36,0,23
7/12/1995 11:00,68,177,1012,39,225,38,0,23.9
7/12/1995 11:30,65,179,1012,41,180,10,0,24.8
7/12/1995 12:00,65,179,1012,29,180,0,10,24.8
7/12/1995 12:30,63,176,1012,32,225,0,0,25.2
7/12/1995 13:00,63,182,1012,37,180,14,0,25.7
7/12/1995 13:30,57,171,1011,37,180,0,0,26.1
7/12/1995 14:00,58,182,1011,30,180,1,0,27
7/12/1995 14:30,58,177,1011,51,225,11,0,26.5
7/12/1995 15:00,58,182,1011,46,225,26,0,27
7/12/1995 15:30,58,182,1011,52,180,10,0,27
7/12/1995 16:00,59,186,1011,32,180,35,0,27.4
7/12/1995 16:30,56,184,1010,47,180,47,0,27.8
7/12/1995 17:00,58,182,1010,30,180,14,0,27
7/12/1995 17:30,56,184,1010,39,180,49,0,27.8
7/12/1995 18:00,56,179,1010,44,225,50,0,27.4
7/12/1995 18:30,56,179,1010,37,225,51,0,27.4
7/12/1995 19:00,58,182,1010,40,225,50,0,27
7/12/1995 19:30,63,176,1011,33,225,37,0,25.2
7/12/1995 20:00,65,168,1012,25,225,0,0,23.9
7/12/1995 20:30,70,170,1012,18,180,0,0,22.6
7/12/1995 21:00,70,160,1012,30,225,0,0,21.7
7/12/1995 21:30,68,149,1013,17,225,0,0,20.9
7/12/1995 22:00,64,124,1012,31,225,0,0,19.5
7/12/1995 22:30,71,142,1013,20,225,0,0,19.5
7/12/1995 22:59,70,136,1013,3,225,0,0,19.1
7/12/1995 23:00,70,136,1013,3,225,0,0,19.1
7/12/1995 23:30,67,128,1013,9,225,0,0,19.1
7/13/1995 0:00,71,132,1013,9,225,0,0,18.6
7/13/1995 0:30,69,125,1013,25,225,0,0,18.2
7/13/1995 1:00,69,119,1013,20,225,0,0,17.7
7/13/1995 1:30,69,115,1013,20,225,0,0,17.3
7/13/1995 2:00,72,123,1013,3,225,0,0,17.3
7/13/1995 2:30,72,123,1013,5,225,0,0,17.3
7/13/1995 3:00,72,123,1013,7,180,0,0,17.3
7/13/1995 3:30,82,137,1013,12,180,0,0,16.8
7/13/1995 4:00,87,146,1013,0,,0,540,16.8
7/13/1995 4:30,87,146,1013,2,270,0,30,16.8
7/13/1995 5:00,87,146,1013,1,270,0,0,16.8
7/13/1995 5:30,85,140,1013,17,225,0,0,16.4
7/13/1995 6:00,87,146,1013,4,180,0,0,16.8
7/13/1995 6:30,82,142,1013,0,,35,0,17.3
7/13/1995 7:00,82,152,1013,0,,2,0,18.2
7/13/1995 7:30,83,156,1013,12,180,0,0,18.6
7/13/1995 8:00,78,152,1013,28,180,0,0,19.1
7/13/1995 8:30,79,159,1012,9,180,38,0,19.5
7/13/1995 9:00,76,159,1012,25,180,34,0,20.4
7/13/1995 9:30,72,156,1012,42,180,50,0,20.9
7/13/1995 10:00,73,167,1012,21,180,50,0,21.7
7/13/1995 10:30,68,167,1011,24,180,45,0,23
7/13/1995 11:00,62,166,1011,25,180,0,0,24.3
7/13/1995 11:30,60,169,1011,40,180,0,0,25.2
7/13/1995 12:00,57,160,1011,61,180,0,0,25.2
7/13/1995 12:30,57,166,1011,50,180,0,0,25.7
7/13/1995 13:00,60,169,1011,64,180,0,0,25.2
7/13/1995 13:30,71,184,1011,50,135,0,80,23.9
7/13/1995 14:00,71,180,1011,46,180,0,50,23.5
7/13/1995 14:30,72,190,1010,41,135,0,0,24.3
7/13/1995 15:00,69,182,1010,47,180,0,10,24.3
7/13/1995 15:30,69,188,1010,58,180,0,0,24.8
7/13/1995 16:00,69,192,1010,57,180,0,0,25.2
7/13/1995 16:30,66,194,1010,45,180,0,0,26.1
7/13/1995 17:00,70,202,1009,39,180,5,0,26.1
7/13/1995 17:30,70,202,1010,38,180,0,0,26.1
7/13/1995 18:00,69,192,1009,40,180,0,0,25.2
7/13/1995 18:30,72,190,1010,41,180,0,0,24.3
7/13/1995 19:00,75,193,1009,36,180,0,0,23.9
7/13/1995 19:30,74,187,1009,24,135,0,0,23.5
7/13/1995 20:00,75,183,1009,21,180,0,0,23
7/13/1995 20:30,74,177,1009,15,135,0,0,22.6
7/13/1995 21:00,77,179,1010,12,180,0,0,22.2
7/13/1995 21:30,81,182,1009,23,180,0,0,21.7
7/13/1995 22:00,80,178,1009,14,180,0,0,21.3
7/13/1995 22:30,80,178,1009,19,135,0,0,21.3
7/13/1995 22:59,84,180,1008,11,180,0,0,20.9
7/13/1995 23:00,84,180,1008,11,180,0,0,20.9
7/13/1995 23:30,88,183,1008,2,180,0,0,20.4
7/14/1995 0:00,88,183,1008,7,180,0,0,20.4
7/14/1995 0:30,87,178,1008,16,180,0,0,20
7/14/1995 1:00,83,171,1008,14,135,0,0,20
7/14/1995 1:30,88,174,1008,7,180,0,0,19.5
7/14/1995 2:00,83,166,1008,9,180,0,0,19.5
7/14/1995 2:30,79,149,1008,17,180,0,0,18.6
7/14/1995 3:00,74,139,1008,2,180,0,0,18.6
7/14/1995 3:30,78,142,1007,8,180,0,230,18.2
7/14/1995 4:00,82,146,1007,16,180,0,240,17.7
7/14/1995 4:30,82,142,1007,10,180,0,0,17.3
7/14/1995 5:00,82,142,1007,21,180,0,0,17.3
7/14/1995 5:30,82,142,1007,31,180,14,0,17.3
7/14/1995 6:00,78,139,1007,35,180,50,0,17.7
7/14/1995 6:30,78,142,1007,40,180,49,0,18.2
7/14/1995 7:00,74,139,1007,47,180,22,0,18.6
7/14/1995 7:30,71,132,1007,72,180,30,0,18.6
7/14/1995 8:00,67,128,1007,58,180,50,0,19.1
7/14/1995 8:30,64,124,1008,66,180,47,0,19.5
7/14/1995 9:00,60,125,1008,61,180,40,0,20.4
7/14/1995 9:30,57,121,1008,63,180,24,0,20.9
7/14/1995 10:00,56,124,1008,53,180,20,0,21.7
7/14/1995 10:30,58,128,1008,58,180,1,0,21.3
7/14/1995 11:00,52,120,1008,62,180,3,0,22.2
7/14/1995 11:30,53,125,1007,72,180,13,0,22.6
7/14/1995 12:00,53,125,1007,84,180,0,0,22.6
7/14/1995 12:30,57,141,1007,87,225,3,0,23
7/14/1995 13:00,54,137,1007,87,225,25,0,23.5
7/14/1995 13:30,49,125,1007,82,180,30,0,23.9
7/14/1995 14:00,49,130,1007,83,180,36,0,24.3
7/14/1995 14:30,44,117,1007,107,180,44,0,24.8
7/14/1995 15:00,47,126,1007,95,180,43,0,24.8
7/14/1995 15:30,47,126,1006,83,180,48,0,24.8
7/14/1995 16:00,47,126,1006,93,180,42,0,24.8
7/14/1995 16:30,47,126,1007,93,180,43,0,24.8
7/14/1995 17:00,56,155,1007,81,180,21,0,24.8
7/14/1995 17:30,53,141,1007,87,180,39,0,24.3
7/14/1995 18:00,53,141,1007,78,180,37,0,24.3
7/14/1995 18:30,54,133,1007,69,180,28,0,23
7/14/1995 19:00,57,141,1007,68,180,29,0,23
7/14/1995 19:30,59,133,1007,55,180,0,0,21.7
7/14/1995 20:00,61,131,1007,38,180,0,0,20.9
7/14/1995 20:30,64,135,1007,39,180,0,0,20.4
7/14/1995 21:00,67,132,1008,35,180,0,0,19.5
7/14/1995 21:30,67,128,1008,36,180,0,0,19.1
7/14/1995 22:00,69,125,1008,23,180,0,0,18.2
7/14/1995 22:30,69,119,1008,27,180,0,0,17.7
7/14/1995 22:59,72,123,1008,33,180,0,0,17.3
7/14/1995 23:00,72,123,1008,33,180,0,0,17.3
7/14/1995 23:30,77,127,1008,29,180,0,0,16.8
7/15/1995 0:00,77,127,1008,28,180,0,0,16.8
7/15/1995 0:30,80,130,1007,15,180,0,0,16.4
7/15/1995 1:00,76,123,1007,14,180,0,0,16.4
7/15/1995 1:30,81,127,1007,6,180,0,0,15.9
7/15/1995 2:00,81,127,1006,20,180,0,0,15.9
7/15/1995 2:30,81,127,1006,26,135,0,0,15.9
7/15/1995 3:00,81,127,1006,34,135,0,130,15.9
7/15/1995 3:30,85,134,1006,24,135,0,370,15.9
7/15/1995 4:00,85,134,1005,19,180,0,130,15.9
7/15/1995 4:30,85,134,1005,34,135,0,440,15.9
7/15/1995 5:00,90,143,1005,47,135,0,490,15.9
7/15/1995 5:30,85,134,1005,49,180,4,10,15.9
7/15/1995 6:00,85,134,1006,37,180,47,0,15.9
7/15/1995 6:30,80,130,1006,68,180,26,0,16.4
7/15/1995 7:00,82,137,1006,54,180,0,0,16.8
7/15/1995 7:30,77,133,1006,55,180,0,0,17.3
7/15/1995 8:00,78,139,1006,64,180,0,0,17.7
7/15/1995 8:30,70,136,1005,78,180,19,0,19.1
7/15/1995 9:00,70,136,1006,90,180,1,0,19.1
7/15/1995 9:30,70,136,1006,84,180,0,0,19.1
7/15/1995 10:00,74,139,1006,74,180,0,0,18.6
7/15/1995 10:30,75,149,1005,71,180,17,0,19.5
7/15/1995 11:00,71,146,1006,77,180,0,0,20
7/15/1995 11:30,68,143,1005,75,180,0,0,20.4
7/15/1995 12:00,64,135,1005,85,180,0,0,20.4
7/15/1995 12:30,65,146,1005,82,180,0,0,21.3
7/15/1995 13:00,66,150,1005,79,180,21,0,21.7
7/15/1995 13:30,62,147,1005,68,180,20,0,22.2
7/15/1995 14:00,87,165,1005,64,225,0,1110,18.6
7/15/1995 14:30,83,156,1005,39,180,0,490,18.6
7/15/1995 15:00,83,166,1005,30,180,0,0,19.5
7/15/1995 15:30,75,155,1005,45,180,0,0,20
7/15/1995 16:00,76,169,1005,37,180,15,0,21.3
7/15/1995 16:30,69,153,1005,60,180,4,0,21.3
7/15/1995 17:00,66,156,1005,50,180,0,0,22.2
7/15/1995 17:30,61,150,1004,57,225,24,0,23
7/15/1995 18:00,63,153,1005,60,180,12,0,22.6
7/15/1995 18:30,60,144,1005,50,225,28,0,22.6
7/15/1995 19:00,60,144,1005,29,225,18,0,22.6
7/15/1995 19:30,60,125,1005,37,270,0,0,20.4
7/15/1995 20:00,71,146,1006,22,270,0,0,20
7/15/1995 20:30,70,136,1006,9,225,0,0,19.1
7/15/1995 21:00,79,149,1006,3,225,0,0,18.6
7/15/1995 21:30,78,142,1007,11,225,0,0,18.2
7/15/1995 22:00,82,146,1007,14,225,0,0,17.7
7/15/1995 22:30,77,133,1007,16,225,0,0,17.3
7/15/1995 22:59,77,127,1007,12,225,0,0,16.8
7/15/1995 23:00,77,127,1007,12,225,0,0,16.8
7/15/1995 23:30,81,127,1007,25,225,0,0,15.9
7/16/1995 0:00,80,120,1007,13,225,0,0,15.5
7/16/1995 0:30,85,125,1008,7,225,0,0,15
7/16/1995 1:00,90,129,1007,13,180,0,0,14.5
7/16/1995 1:30,90,125,1007,18,225,0,0,14.1
7/16/1995 2:00,90,125,1008,22,225,0,0,14.1
7/16/1995 2:30,90,125,1008,18,225,0,0,14.1
7/16/1995 3:00,95,129,1008,21,225,0,0,13.6
7/16/1995 3:30,90,125,1008,21,225,0,0,14.1
7/16/1995 4:00,90,125,1008,18,225,0,0,14.1
7/16/1995 4:30,95,129,1009,20,225,0,0,13.6
7/16/1995 5:00,90,119,1009,25,225,6,0,13.6
7/16/1995 5:30,90,129,1009,24,225,33,0,14.5
7/16/1995 6:00,85,130,1010,12,180,24,0,15.5
7/16/1995 6:30,85,134,1010,30,225,6,0,15.9
7/16/1995 7:00,85,134,1010,21,225,29,0,15.9
7/16/1995 7:30,77,133,1010,31,270,50,0,17.3
7/16/1995 8:00,78,139,1010,37,270,51,0,17.7
7/16/1995 8:30,74,139,1010,48,270,43,0,18.6
7/16/1995 9:00,63,128,1011,34,270,15,0,20
7/16/1995 9:30,67,138,1011,30,315,10,0,20
7/16/1995 10:00,67,138,1011,32,270,0,0,20
7/16/1995 10:30,68,143,1011,24,315,1,0,20.4
7/16/1995 11:00,68,149,1011,5,315,5,0,20.9
7/16/1995 11:30,100,173,1011,18,315,0,1200,17.3
7/16/1995 12:00,100,173,1011,30,270,0,230,17.3
7/16/1995 12:30,91,167,1011,2,225,0,0,18.2
7/16/1995 13:00,75,155,1011,14,270,8,0,20
7/16/1995 13:30,73,167,1011,11,270,31,0,21.7
7/16/1995 14:00,66,156,1011,41,180,1,0,22.2
7/16/1995 14:30,65,146,1011,27,315,0,0,21.3
7/16/1995 15:00,73,162,1011,20,315,0,0,21.3
7/16/1995 15:30,66,150,1011,10,315,0,0,21.7
7/16/1995 16:00,66,156,1010,12,315,0,0,22.2
7/16/1995 16:30,64,158,1011,4,315,0,0,23
7/16/1995 17:00,67,161,1011,4,270,0,0,22.6
7/16/1995 17:30,63,153,1010,5,270,0,0,22.6
7/16/1995 18:00,59,139,1011,37,270,0,0,22.2
7/16/1995 18:30,79,162,1011,48,180,6,0,20
7/16/1995 19:00,83,161,1012,12,225,0,0,19.1
7/16/1995 19:30,87,165,1011,7,180,0,430,18.6
7/16/1995 20:00,87,165,1011,5,135,0,0,18.6
7/16/1995 20:30,91,162,1011,5,180,0,3600,17.7
7/16/1995 21:00,91,162,1011,6,180,0,2180,17.7
7/16/1995 21:30,95,165,1011,2,180,0,90,17.3
7/16/1995 22:00,96,161,1011,8,180,0,0,16.8
7/16/1995 22:30,95,156,1011,18,225,0,0,16.4
7/16/1995 22:59,96,152,1011,23,225,0,0,15.9
7/16/1995 23:00,96,152,1011,23,225,0,0,15.9
7/16/1995 23:30,96,152,1011,28,225,0,0,15.9
7/17/1995 0:00,96,152,1011,19,225,0,0,15.9
7/17/1995 0:30,90,143,1011,21,225,0,0,15.9
7/17/1995 1:00,95,146,1011,19,180,0,0,15.5
7/17/1995 1:30,95,146,1011,23,225,0,0,15.5
7/17/1995 2:00,95,146,1011,20,225,0,0,15.5
7/17/1995 2:30,94,141,1011,22,180,0,0,15
7/17/1995 3:00,96,138,1011,27,225,0,0,14.5
7/17/1995 3:30,90,129,1011,13,225,0,0,14.5
7/17/1995 4:00,94,132,1011,26,225,0,0,14.1
7/17/1995 4:30,94,132,1011,24,225,0,0,14.1
7/17/1995 5:00,94,132,1011,15,180,6,0,14.1
7/17/1995 5:30,94,132,1011,21,180,49,0,14.1
7/17/1995 6:00,90,134,1011,30,225,41,0,15
7/17/1995 6:30,89,137,1011,33,225,10,0,15.5
7/17/1995 7:00,85,134,1011,49,225,50,0,15.9
7/17/1995 7:30,87,146,1011,48,225,50,0,16.8
7/17/1995 8:00,78,139,1011,59,225,16,0,17.7
7/17/1995 8:30,78,139,1011,49,225,0,0,17.7
7/17/1995 9:00,74,139,1011,45,225,9,0,18.6
7/17/1995 9:30,71,142,1011,62,225,11,0,19.5
7/17/1995 10:00,75,149,1012,55,225,0,0,19.5
7/17/1995 10:30,71,142,1012,43,180,0,0,19.5
7/17/1995 11:00,78,152,1012,45,180,0,0,19.1
7/17/1995 11:30,71,146,1012,51,225,0,0,20
7/17/1995 12:00,68,143,1012,42,225,0,60,20.4
7/17/1995 12:30,69,153,1011,39,270,0,0,21.3
7/17/1995 13:00,61,136,1011,62,225,0,0,21.3
7/17/1995 13:30,63,143,1011,64,225,0,0,21.7
7/17/1995 14:00,63,143,1011,56,225,0,0,21.7
7/17/1995 14:30,63,143,1011,55,225,0,10,21.7
7/17/1995 15:00,63,143,1011,58,225,0,0,21.7
7/17/1995 15:30,59,139,1011,38,270,0,0,22.2
7/17/1995 16:00,59,139,1011,57,225,0,0,22.2
7/17/1995 16:30,59,139,1011,54,225,0,0,22.2
7/17/1995 17:00,59,133,1011,55,225,0,0,21.7
7/17/1995 17:30,61,136,1011,53,225,0,0,21.3
7/17/1995 18:00,61,131,1011,54,225,0,0,20.9
7/17/1995 18:30,64,135,1011,39,225,0,0,20.4
7/17/1995 19:00,63,128,1011,30,225,0,0,20
7/17/1995 19:30,71,142,1012,29,225,0,0,19.5
7/17/1995 20:00,75,145,1012,16,225,0,0,19.1
7/17/1995 20:30,74,139,1012,26,225,0,0,18.6
7/17/1995 21:00,69,125,1012,20,225,0,0,18.2
7/17/1995 21:30,69,119,1012,22,225,0,0,17.7
7/17/1995 22:00,72,123,1012,23,225,0,0,17.3
7/17/1995 22:30,77,127,1012,23,225,0,0,16.8
7/17/1995 22:59,76,123,1012,20,225,0,0,16.4
7/17/1995 23:00,76,123,1012,20,225,0,0,16.4
7/17/1995 23:30,76,123,1012,23,225,0,0,16.4
7/18/1995 0:00,81,127,1012,26,180,0,0,15.9
7/18/1995 0:30,81,127,1012,20,225,0,0,15.9
7/18/1995 1:00,81,127,1012,25,225,0,0,15.9
7/18/1995 1:30,81,127,1012,34,225,0,0,15.9
7/18/1995 2:00,76,123,1012,35,225,0,0,16.4
7/18/1995 2:30,76,123,1011,40,180,0,0,16.4
7/18/1995 3:00,80,130,1011,43,180,0,0,16.4
7/18/1995 3:30,90,143,1011,38,180,0,30,15.9
7/18/1995 4:00,90,143,1010,39,180,0,170,15.9
7/18/1995 4:30,90,143,1010,40,180,0,110,15.9
7/18/1995 5:00,90,143,1010,56,180,0,80,15.9
7/18/1995 5:30,85,140,1010,57,180,0,110,16.4
7/18/1995 6:00,91,149,1010,56,180,0,0,16.4
7/18/1995 6:30,87,146,1010,66,180,0,0,16.8
7/18/1995 7:00,91,153,1010,78,180,0,300,16.8
7/18/1995 7:30,86,149,1010,81,225,0,0,17.3
7/18/1995 8:00,91,162,1010,82,225,0,0,17.7
7/18/1995 8:30,83,156,1011,96,225,0,0,18.6
7/18/1995 9:00,83,166,1010,102,225,0,0,19.5
7/18/1995 9:30,83,166,1011,111,225,0,0,19.5
7/18/1995 10:00,79,162,1012,96,225,0,0,20
7/18/1995 10:30,80,168,1012,93,225,0,0,20.4
7/18/1995 11:00,76,169,1012,76,225,0,0,21.3
7/18/1995 11:30,80,178,1012,66,225,0,0,21.3
7/18/1995 12:00,81,182,1012,77,225,0,0,21.7
7/18/1995 12:30,77,179,1012,65,225,0,0,22.2
7/18/1995 13:00,78,185,1013,86,225,0,0,22.6
7/18/1995 13:30,75,183,1013,91,225,1,0,23
7/18/1995 14:00,71,180,1014,80,270,1,0,23.5
7/18/1995 14:30,71,184,1014,68,270,1,0,23.9
7/18/1995 15:00,69,188,1014,74,225,22,0,24.8
7/18/1995 15:30,72,190,1014,70,225,13,0,24.3
7/18/1995 16:00,69,188,1014,72,225,5,0,24.8
7/18/1995 16:30,66,185,1014,61,225,14,0,25.2
7/18/1995 17:00,72,194,1014,65,225,19,0,24.8
7/18/1995 17:30,72,199,1015,69,225,39,0,25.2
7/18/1995 18:00,72,199,1015,72,225,18,0,25.2
7/18/1995 18:30,71,184,1015,58,225,7,0,23.9
7/18/1995 19:00,78,195,1015,30,225,0,0,23.5
7/18/1995 19:30,78,190,1016,32,225,0,0,23
7/18/1995 20:00,78,190,1016,32,225,0,0,23
7/18/1995 20:30,81,192,1017,32,225,0,0,22.6
7/18/1995 21:00,77,179,1017,42,225,0,0,22.2
7/18/1995 21:30,80,178,1018,36,225,0,0,21.3
7/18/1995 22:00,84,180,1018,48,225,0,0,20.9
7/18/1995 22:30,88,183,1018,33,225,0,0,20.4
7/18/1995 22:59,88,183,1018,20,225,0,0,20.4
7/18/1995 23:00,88,183,1018,20,225,0,0,20.4
7/18/1995 23:30,87,178,1019,18,180,0,0,20
7/19/1995 0:00,88,174,1019,6,225,0,0,19.5
7/19/1995 0:30,87,168,1019,30,225,0,0,19.1
7/19/1995 1:00,87,168,1019,30,225,0,0,19.1
7/19/1995 1:30,91,171,1019,16,225,0,0,18.6
7/19/1995 2:00,91,171,1019,13,225,0,0,18.6
7/19/1995 2:30,87,168,1019,13,180,0,0,19.1
7/19/1995 3:00,91,177,1020,19,180,0,0,19.1
7/19/1995 3:30,91,177,1020,25,180,0,0,19.1
7/19/1995 4:00,88,174,1020,21,225,0,0,19.5
7/19/1995 4:30,87,168,1020,20,225,0,0,19.1
7/19/1995 5:00,88,174,1020,22,225,0,0,19.5
7/19/1995 5:30,88,174,1021,11,225,0,0,19.5
7/19/1995 6:00,87,178,1021,3,225,0,0,20
7/19/1995 6:30,91,186,1021,9,225,0,0,20
7/19/1995 7:00,84,180,1021,13,225,0,0,20.9
7/19/1995 7:30,84,180,1021,22,225,0,0,20.9
7/19/1995 8:00,80,178,1022,23,225,0,0,21.3
7/19/1995 8:30,77,179,1022,37,225,1,0,22.2
7/19/1995 9:00,74,177,1022,31,225,0,0,22.6
7/19/1995 9:30,71,174,1022,31,225,13,0,23
7/19/1995 10:00,71,184,1021,27,225,0,0,23.9
7/19/1995 10:30,72,190,1021,27,225,7,0,24.3
7/19/1995 11:00,69,192,1022,37,225,39,0,25.2
7/19/1995 11:30,69,196,1022,46,225,4,0,25.7
7/19/1995 12:00,69,196,1022,35,225,0,0,25.7
7/19/1995 12:30,66,189,1022,24,225,0,0,25.7
7/19/1995 13:00,66,189,1022,20,225,0,0,25.7
7/19/1995 13:30,66,189,1022,24,225,0,0,25.7
7/19/1995 14:00,63,182,1022,37,225,0,0,25.7
7/19/1995 14:30,64,187,1022,32,225,0,0,26.1
7/19/1995 15:00,66,194,1022,29,225,0,0,26.1
7/19/1995 15:30,64,191,1022,23,270,0,0,26.5
7/19/1995 16:00,61,185,1021,30,225,0,0,26.5
7/19/1995 16:30,64,191,1021,32,225,0,0,26.5
7/19/1995 17:00,66,194,1021,38,225,0,0,26.1
7/19/1995 17:30,66,189,1021,40,225,0,0,25.7
7/19/1995 18:00,66,189,1021,36,225,0,0,25.7
7/19/1995 18:30,69,192,1021,19,225,0,0,25.2
7/19/1995 19:00,69,192,1021,21,225,0,0,25.2
7/19/1995 19:30,72,194,1021,10,225,0,0,24.8
7/19/1995 20:00,75,193,1021,8,225,0,0,23.9
7/19/1995 20:30,74,187,1021,2,180,0,0,23.5
7/19/1995 21:00,75,183,1021,0,,0,0,23
7/19/1995 21:30,73,172,1021,1,180,0,0,22.2
7/19/1995 22:00,77,175,1021,0,,0,0,21.7
7/19/1995 22:30,77,175,1022,0,,0,0,21.7
7/19/1995 22:59,80,178,1021,0,,0,0,21.3
7/19/1995 23:00,80,178,1021,0,,0,0,21.3
7/19/1995 23:30,84,180,1021,2,180,0,0,20.9
7/20/1995 0:00,88,183,1021,0,,0,0,20.4
7/20/1995 0:30,87,178,1021,4,180,0,0,20
7/20/1995 1:00,88,174,1020,2,180,0,0,19.5
7/20/1995 1:30,88,174,1020,0,,0,0,19.5
7/20/1995 2:00,88,174,1020,0,,0,0,19.5
7/20/1995 2:30,83,171,1020,0,,0,0,20
7/20/1995 3:00,88,174,1021,0,,0,0,19.5
7/20/1995 3:30,87,168,1020,0,,0,0,19.1
7/20/1995 4:00,87,168,1020,0,,0,0,19.1
7/20/1995 4:30,87,165,1020,0,,0,0,18.6
7/20/1995 5:00,87,165,1020,0,,0,0,18.6
7/20/1995 5:30,87,165,1020,3,180,0,0,18.6
7/20/1995 6:00,83,161,1020,7,180,28,0,19.1
7/20/1995 6:30,83,166,1020,0,,51,0,19.5
7/20/1995 7:00,80,168,1020,5,225,50,0,20.4
7/20/1995 7:30,80,178,1020,8,225,25,0,21.3
7/20/1995 8:00,77,179,1020,7,225,3,0,22.2
7/20/1995 8:30,74,187,1020,10,225,7,0,23.5
7/20/1995 9:00,71,184,1020,14,180,11,0,23.9
7/20/1995 9:30,69,182,1019,22,180,38,0,24.3
7/20/1995 10:00,69,188,1019,20,225,32,0,24.8
7/20/1995 10:30,63,182,1018,25,180,44,0,25.7
7/20/1995 11:00,57,171,1018,22,180,45,0,26.1
7/20/1995 11:30,58,177,1017,26,225,51,0,26.5
7/20/1995 12:00,56,174,1017,29,225,51,0,27
7/20/1995 12:30,56,184,1017,34,180,50,0,27.8
7/20/1995 13:00,55,188,1016,34,180,47,0,28.7
7/20/1995 13:30,53,185,1016,28,180,50,0,29.1
7/20/1995 14:00,47,168,1016,24,225,51,0,29.1
7/20/1995 14:30,53,189,1016,37,180,51,0,29.6
7/20/1995 15:00,55,197,1016,38,225,49,0,29.6
7/20/1995 15:30,51,187,1015,38,225,40,0,30
7/20/1995 16:00,50,191,1015,27,270,51,0,30.6
7/20/1995 16:30,50,191,1015,36,270,47,0,30.6
7/20/1995 17:00,48,194,1014,21,270,47,0,31.7
7/20/1995 17:30,48,198,1014,25,225,50,0,32.2
7/20/1995 18:00,51,197,1014,32,270,52,0,31.1
7/20/1995 18:30,50,191,1014,21,270,50,0,30.6
7/20/1995 19:00,53,200,1014,8,270,50,0,30.6
7/20/1995 19:30,55,192,1014,4,270,11,0,29.1
7/20/1995 20:00,62,195,1014,0,,0,0,27.4
7/20/1995 20:30,64,191,1014,0,,0,0,26.5
7/20/1995 21:00,63,182,1015,0,,0,0,25.7
7/20/1995 21:30,66,185,1015,1,270,0,0,25.2
7/20/1995 22:00,69,182,1014,0,,0,0,24.3
7/20/1995 22:30,71,180,1014,3,180,0,0,23.5
7/20/1995 22:59,71,174,1015,0,,0,0,23
7/20/1995 23:00,71,174,1015,0,,0,0,23
