,Date,Temp in C ,Humidity (%),Dew Point (Celcius * 10),Pressure (mBar),Mean wind speed (knots * 10),Average wind bearing (degrees),Sunshine (hours * 100),Rainfall (mm * 1000),Max wind speed (knots * 10),Unnamed: 10,Unnamed: 11,Unnamed: 12
2056,1995-08-14 00:30:00,17.3,64,104,1022,34.0,315.0,0,0,34.0,,,
2057,1995-08-14 01:00:00,16.8,64,100,1022,17.0,315.0,0,0,17.0,,,
2058,1995-08-14 01:30:00,15.9,67,98,1022,12.0,315.0,0,0,12.0,,,
2059,1995-08-14 02:00:00,15.5,67,94,1022,8.0,270.0,0,0,8.0,,,
2060,1995-08-14 02:30:00,15.0,71,99,1022,7.0,270.0,0,0,7.0,,,
2061,1995-08-14 03:00:00,15.0,75,107,1022,4.0,270.0,0,0,4.0,,,
2062,1995-08-14 03:30:00,15.0,75,107,1022,1.0,315.0,0,0,1.0,,,
2063,1995-08-14 04:00:00,14.5,80,111,1022,1.0,315.0,0,0,1.0,,,
2064,1995-08-14 04:30:00,14.1,80,107,1022,0.0,,0,0,0.0,,,
2065,1995-08-14 05:00:00,13.6,85,112,1022,0.0,,0,0,0.0,,,
2066,1995-08-14 05:30:00,13.2,79,97,1022,0.0,,0,0,0.0,,,
2067,1995-08-14 06:00:00,13.2,84,105,1022,0.0,,34,0,0.0,,,
2068,1995-08-14 06:30:00,14.1,80,107,1022,5.0,315.0,51,0,5.0,,,
2069,1995-08-14 07:00:00,15.0,75,107,1022,20.0,315.0,49,0,20.0,,,
2070,1995-08-14 07:30:00,15.9,72,109,1023,25.0,315.0,50,0,25.0,,,
2071,1995-08-14 08:00:00,16.4,68,104,1023,42.0,315.0,51,0,42.0,,,
2072,1995-08-14 08:30:00,17.3,64,104,1023,33.0,315.0,51,0,33.0,,,
2073,1995-08-14 09:00:00,17.7,65,111,1023,33.0,0.0,50,0,33.0,,,
2074,1995-08-14 09:30:00,18.6,62,111,1023,22.0,0.0,48,0,22.0,,,
2075,1995-08-14 10:00:00,19.5,55,103,1023,25.0,315.0,50,0,25.0,,,
2076,1995-08-14 10:30:00,20.0,60,120,1022,20.0,315.0,50,0,20.0,,,
2077,1995-08-14 11:00:00,20.9,57,121,1022,17.0,0.0,42,0,17.0,,,
2078,1995-08-14 11:30:00,21.7,56,124,1022,18.0,315.0,50,0,18.0,,,
2079,1995-08-14 12:00:00,22.6,53,125,1022,15.0,315.0,48,0,15.0,,,
2080,1995-08-14 12:30:00,23.0,54,133,1022,25.0,0.0,35,0,25.0,,,
2081,1995-08-14 13:00:00,23.5,51,128,1022,25.0,315.0,4,0,25.0,,,
2082,1995-08-14 13:30:00,23.5,51,128,1022,23.0,315.0,0,0,23.0,,,
2083,1995-08-14 14:00:00,23.9,52,134,1022,16.0,315.0,0,0,16.0,,,
2084,1995-08-14 14:30:00,24.3,49,130,1022,20.0,315.0,0,0,20.0,,,
2085,1995-08-14 15:00:00,24.3,47,122,1022,17.0,315.0,1,0,17.0,,,
2086,1995-08-14 15:30:00,23.9,49,125,1021,17.0,315.0,0,0,17.0,,,
2087,1995-08-14 16:00:00,24.3,49,130,1021,15.0,315.0,4,0,15.0,,,
2088,1995-08-14 16:30:00,24.8,47,126,1021,18.0,315.0,9,0,18.0,,,
2089,1995-08-14 17:00:00,25.2,50,142,1021,7.0,315.0,14,0,7.0,,,
2090,1995-08-14 17:30:00,24.8,50,137,1021,10.0,315.0,18,0,10.0,,,
2091,1995-08-14 18:00:00,24.8,53,145,1021,3.0,270.0,31,0,3.0,,,
2092,1995-08-14 18:30:00,23.9,52,134,1021,8.0,315.0,0,0,8.0,,,
2093,1995-08-14 19:00:00,23.0,54,133,1021,1.0,315.0,0,0,1.0,,,
2094,1995-08-14 19:30:00,22.2,55,129,1021,0.0,,0,0,0.0,,,
2095,1995-08-14 20:00:00,21.7,56,124,1022,0.0,,0,0,0.0,,,
2096,1995-08-14 20:30:00,20.9,57,121,1022,1.0,315.0,0,0,1.0,,,
2097,1995-08-14 21:00:00,20.4,60,125,1022,0.0,,0,0,0.0,,,
2098,1995-08-14 21:30:00,20.0,60,120,1022,1.0,315.0,0,0,1.0,,,
2099,1995-08-14 22:00:00,19.5,59,114,1022,3.0,315.0,0,0,3.0,,,
2100,1995-08-14 22:30:00,19.5,59,114,1022,1.0,0.0,0,0,1.0,,,
2101,1995-08-14 22:59:00,19.1,67,128,1022,0.0,,0,0,0.0,,,
2102,1995-08-14 23:00:00,19.1,67,128,1022,0.0,,0,0,0.0,,,
2103,1995-08-14 23:30:00,18.2,69,125,1022,0.0,,0,0,0.0,,,
2104,1995-08-15 00:00:00,17.7,74,129,1022,0.0,,0,0,0.0,,,
2105,1995-08-15 00:30:00,16.8,77,127,1022,0.0,,0,0,0.0,,,
2106,1995-08-15 01:00:00,16.4,76,123,1022,0.0,,0,0,0.0,,,
2107,1995-08-15 01:30:00,15.9,76,117,1022,0.0,,0,0,0.0,,,
2108,1995-08-15 02:00:00,15.5,76,113,1023,0.0,,0,0,0.0,,,
2109,1995-08-15 02:30:00,15.0,75,107,1022,0.0,,0,0,0.0,,,
2110,1995-08-15 03:00:00,15.0,75,107,1022,0.0,,0,0,0.0,,,
2111,1995-08-15 03:30:00,14.5,80,111,1023,0.0,,0,0,0.0,,,
2112,1995-08-15 04:00:00,14.5,76,103,1023,0.0,,0,0,0.0,,,
2113,1995-08-15 04:30:00,14.1,80,107,1022,0.0,,0,0,0.0,,,
2114,1995-08-15 05:00:00,14.1,80,107,1023,0.0,,0,0,0.0,,,
2115,1995-08-15 05:30:00,14.1,80,107,1023,0.0,,0,0,0.0,,,
2116,1995-08-15 06:00:00,14.5,76,103,1023,0.0,,22,0,0.0,,,
2117,1995-08-15 06:30:00,15.0,75,107,1023,0.0,,51,0,0.0,,,
2118,1995-08-15 07:00:00,15.9,72,109,1023,2.0,270.0,49,0,2.0,,,
2119,1995-08-15 07:30:00,16.4,76,123,1023,1.0,270.0,51,0,1.0,,,
2120,1995-08-15 08:00:00,17.3,72,123,1023,3.0,315.0,50,0,3.0,,,
2121,1995-08-15 08:30:00,18.2,69,125,1023,6.0,270.0,51,0,6.0,,,
2122,1995-08-15 09:00:00,19.5,64,124,1023,6.0,315.0,50,0,6.0,,,
2123,1995-08-15 09:30:00,19.5,67,132,1024,11.0,315.0,50,0,11.0,,,
2124,1995-08-15 10:00:00,20.9,61,131,1024,10.0,315.0,50,0,10.0,,,
2125,1995-08-15 10:30:00,22.2,55,129,1024,12.0,315.0,51,0,12.0,,,
2126,1995-08-15 11:00:00,23.0,57,141,1023,10.0,315.0,50,0,10.0,,,
2127,1995-08-15 11:30:00,23.9,62,161,1023,15.0,0.0,50,0,15.0,,,
2128,1995-08-15 12:00:00,24.8,56,155,1023,6.0,315.0,50,0,6.0,,,
2129,1995-08-15 12:30:00,25.7,51,148,1022,8.0,0.0,51,0,8.0,,,
2130,1995-08-15 13:00:00,26.1,49,146,1022,6.0,315.0,51,0,6.0,,,
2131,1995-08-15 13:30:00,27.4,42,136,1022,8.0,315.0,49,0,8.0,,,
2132,1995-08-15 14:00:00,27.8,41,132,1022,10.0,315.0,51,0,10.0,,,
2133,1995-08-15 14:30:00,28.3,44,148,1022,10.0,315.0,50,0,10.0,,,
2134,1995-08-15 15:00:00,28.3,49,166,1022,18.0,315.0,50,0,18.0,,,
2135,1995-08-15 15:30:00,28.7,47,163,1022,8.0,315.0,50,0,8.0,,,
2136,1995-08-15 16:00:00,28.7,49,171,1022,12.0,0.0,51,0,12.0,,,
2137,1995-08-15 16:30:00,29.1,47,168,1021,3.0,315.0,50,0,3.0,,,
2138,1995-08-15 17:00:00,29.6,50,182,1021,5.0,0.0,51,0,5.0,,,
2139,1995-08-15 17:30:00,29.1,50,176,1021,2.0,180.0,50,0,2.0,,,
2140,1995-08-15 18:00:00,29.1,50,176,1021,0.0,,51,0,0.0,,,
2141,1995-08-15 18:30:00,28.3,51,173,1021,0.0,,5,0,0.0,,,
2142,1995-08-15 19:00:00,27.4,54,172,1021,0.0,,0,0,0.0,,,
2143,1995-08-15 19:30:00,26.5,55,168,1022,0.0,,0,0,0.0,,,
2144,1995-08-15 20:00:00,25.2,60,169,1022,7.0,135.0,0,0,7.0,,,
2145,1995-08-15 20:30:00,23.9,62,161,1022,6.0,180.0,0,0,6.0,,,
2146,1995-08-15 21:00:00,23.5,64,164,1022,4.0,180.0,0,0,4.0,,,
2147,1995-08-15 21:30:00,22.6,70,170,1023,4.0,180.0,0,0,4.0,,,
2148,1995-08-15 22:00:00,22.2,73,172,1023,4.0,180.0,0,0,4.0,,,
2149,1995-08-15 22:30:00,21.7,77,175,1023,2.0,180.0,0,0,2.0,,,
2150,1995-08-15 22:59:00,21.3,73,162,1023,1.0,180.0,0,0,1.0,,,
2151,1995-08-15 23:00:00,21.3,73,162,1023,1.0,180.0,0,0,1.0,,,
2152,1995-08-15 23:30:00,20.4,72,152,1023,0.0,,0,0,0.0,,,
2153,1995-08-16 00:00:00,20.0,71,146,1023,0.0,,0,0,0.0,,,
2154,1995-08-16 00:30:00,20.0,71,146,1023,0.0,,0,0,0.0,,,
2155,1995-08-16 01:00:00,19.5,75,149,1023,0.0,,0,0,0.0,,,
2156,1995-08-16 01:30:00,19.1,78,152,1023,0.0,,0,0,0.0,,,
2157,1995-08-16 02:00:00,18.6,79,149,1023,0.0,,0,0,0.0,,,
2158,1995-08-16 02:30:00,18.6,74,139,1023,1.0,315.0,0,0,1.0,,,
2159,1995-08-16 03:00:00,18.2,69,125,1022,11.0,315.0,0,0,11.0,,,
2160,1995-08-16 03:30:00,17.7,74,129,1023,12.0,0.0,0,0,12.0,,,
2161,1995-08-16 04:00:00,17.3,72,123,1023,5.0,315.0,0,0,5.0,,,
2162,1995-08-16 04:30:00,17.3,72,123,1023,5.0,315.0,0,0,5.0,,,
2163,1995-08-16 05:00:00,17.3,77,133,1023,0.0,,0,0,0.0,,,
2164,1995-08-16 05:30:00,17.3,77,133,1023,0.0,,0,0,0.0,,,
2165,1995-08-16 06:00:00,17.3,77,133,1024,0.0,,36,0,0.0,,,
2166,1995-08-16 06:30:00,17.7,74,129,1024,4.0,315.0,50,0,4.0,,,
2167,1995-08-16 07:00:00,18.2,74,135,1024,9.0,0.0,51,0,9.0,,,
2168,1995-08-16 07:30:00,18.6,71,132,1024,10.0,0.0,49,0,10.0,,,
2169,1995-08-16 08:00:00,19.1,70,136,1024,16.0,0.0,51,0,16.0,,,
2170,1995-08-16 08:30:00,20.0,67,138,1024,9.0,0.0,51,0,9.0,,,
2171,1995-08-16 09:00:00,20.4,68,143,1023,9.0,315.0,49,0,9.0,,,
2172,1995-08-16 09:30:00,21.3,65,146,1024,12.0,315.0,51,0,12.0,,,
2173,1995-08-16 10:00:00,22.2,62,147,1024,15.0,315.0,50,0,15.0,,,
2174,1995-08-16 10:30:00,23.0,64,158,1024,13.0,315.0,50,0,13.0,,,
2175,1995-08-16 11:00:00,23.9,62,161,1023,14.0,315.0,51,0,14.0,,,
2176,1995-08-16 11:30:00,24.8,56,155,1023,19.0,0.0,50,0,19.0,,,
2177,1995-08-16 12:00:00,25.2,57,160,1023,10.0,315.0,50,0,10.0,,,
2178,1995-08-16 12:30:00,26.1,55,163,1022,15.0,0.0,51,0,15.0,,,
2179,1995-08-16 13:00:00,27.0,50,157,1022,13.0,315.0,50,0,13.0,,,
2180,1995-08-16 13:30:00,26.5,53,161,1022,22.0,0.0,50,0,22.0,,,
2181,1995-08-16 14:00:00,27.0,47,147,1022,34.0,0.0,51,0,34.0,,,
2182,1995-08-16 14:30:00,27.4,45,144,1022,30.0,0.0,50,0,30.0,,,
2183,1995-08-16 15:00:00,27.8,48,159,1022,23.0,315.0,50,0,23.0,,,
2184,1995-08-16 15:30:00,27.4,48,154,1022,21.0,0.0,50,0,21.0,,,
2185,1995-08-16 16:00:00,27.8,51,169,1021,20.0,0.0,51,0,20.0,,,
2186,1995-08-16 16:30:00,27.8,48,159,1022,17.0,0.0,50,0,17.0,,,
2187,1995-08-16 17:00:00,28.3,49,166,1022,24.0,0.0,51,0,24.0,,,
2188,1995-08-16 17:30:00,27.4,48,154,1021,37.0,0.0,45,0,37.0,,,
2189,1995-08-16 18:00:00,27.0,52,165,1021,33.0,0.0,0,0,33.0,,,
2190,1995-08-16 18:30:00,26.5,55,168,1021,17.0,0.0,0,0,17.0,,,
2191,1995-08-16 19:00:00,25.7,57,166,1021,15.0,0.0,0,0,15.0,,,
2192,1995-08-16 19:30:00,24.8,59,163,1022,8.0,45.0,0,0,8.0,,,
2193,1995-08-16 20:00:00,23.5,58,147,1022,2.0,0.0,0,0,2.0,,,
2194,1995-08-16 20:30:00,23.0,64,158,1022,2.0,180.0,0,0,2.0,,,
2195,1995-08-16 21:00:00,22.6,67,161,1022,4.0,180.0,0,0,4.0,,,
2196,1995-08-16 21:30:00,21.7,70,160,1022,5.0,180.0,0,0,5.0,,,
2197,1995-08-16 22:00:00,21.3,73,162,1022,8.0,180.0,0,0,8.0,,,
2198,1995-08-16 22:30:00,20.9,72,156,1022,7.0,180.0,0,0,7.0,,,
2199,1995-08-16 22:59:00,20.4,72,152,1022,5.0,180.0,0,0,5.0,,,
2200,1995-08-16 23:00:00,20.4,72,152,1022,5.0,180.0,0,0,5.0,,,
2201,1995-08-16 23:30:00,20.0,71,146,1022,1.0,135.0,0,0,1.0,,,
2202,1995-08-17 00:00:00,20.0,71,146,1022,0.0,,0,0,0.0,,,
2203,1995-08-17 00:30:00,19.5,75,149,1022,0.0,,0,0,0.0,,,
2204,1995-08-17 01:00:00,19.1,75,145,1022,0.0,,0,0,0.0,,,
2205,1995-08-17 01:30:00,18.6,79,149,1023,0.0,,0,0,0.0,,,
2206,1995-08-17 02:00:00,18.6,74,139,1022,0.0,,0,0,0.0,,,
2207,1995-08-17 02:30:00,18.2,78,142,1022,0.0,,0,0,0.0,,,
2208,1995-08-17 03:00:00,17.7,78,139,1022,0.0,,0,0,0.0,,,
2209,1995-08-17 03:30:00,17.3,82,142,1022,0.0,,0,0,0.0,,,
2210,1995-08-17 04:00:00,17.3,77,133,1022,0.0,,0,0,0.0,,,
2211,1995-08-17 04:30:00,16.8,82,137,1022,0.0,,0,0,0.0,,,
2212,1995-08-17 05:00:00,16.8,82,137,1022,0.0,,0,0,0.0,,,
2213,1995-08-17 05:30:00,16.8,82,137,1022,0.0,,0,0,0.0,,,
2214,1995-08-17 06:00:00,16.8,82,137,1022,1.0,0.0,41,0,1.0,,,
2215,1995-08-17 06:30:00,16.8,82,137,1022,2.0,0.0,51,0,2.0,,,
2216,1995-08-17 07:00:00,16.8,87,146,1022,4.0,0.0,50,0,4.0,,,
2217,1995-08-17 07:30:00,17.7,82,146,1022,2.0,0.0,50,0,2.0,,,
2218,1995-08-17 08:00:00,18.6,83,156,1022,6.0,0.0,50,0,6.0,,,
2219,1995-08-17 08:30:00,20.0,75,155,1022,1.0,0.0,51,0,1.0,,,
2220,1995-08-17 09:00:00,20.9,76,165,1022,6.0,45.0,50,0,6.0,,,
2221,1995-08-17 09:30:00,22.2,69,163,1022,8.0,45.0,50,0,8.0,,,
2222,1995-08-17 10:00:00,22.6,70,170,1022,10.0,45.0,50,0,10.0,,,
2223,1995-08-17 10:30:00,23.0,71,174,1022,11.0,45.0,48,0,11.0,,,
2224,1995-08-17 11:00:00,23.5,67,171,1022,9.0,180.0,42,0,9.0,,,
2225,1995-08-17 11:30:00,24.3,66,175,1021,14.0,45.0,36,0,14.0,,,
2226,1995-08-17 12:00:00,24.3,66,175,1021,19.0,45.0,32,0,19.0,,,
2227,1995-08-17 12:30:00,24.8,65,179,1021,10.0,45.0,36,0,10.0,,,
2228,1995-08-17 13:00:00,25.2,66,185,1020,19.0,45.0,5,0,19.0,,,
2229,1995-08-17 13:30:00,26.1,61,180,1020,10.0,45.0,35,0,10.0,,,
2230,1995-08-17 14:00:00,27.0,58,182,1020,8.0,45.0,28,0,8.0,,,
2231,1995-08-17 14:30:00,26.5,58,177,1020,25.0,45.0,17,0,25.0,,,
2232,1995-08-17 15:00:00,26.5,61,185,1019,10.0,45.0,28,0,10.0,,,
2233,1995-08-17 15:30:00,27.0,58,182,1019,14.0,45.0,30,0,14.0,,,
2234,1995-08-17 16:00:00,27.0,58,182,1019,12.0,45.0,31,0,12.0,,,
2235,1995-08-17 16:30:00,27.0,58,182,1019,17.0,45.0,45,0,17.0,,,
2236,1995-08-17 17:00:00,27.4,59,186,1019,13.0,45.0,44,0,13.0,,,
2237,1995-08-17 17:30:00,27.0,58,182,1019,12.0,45.0,44,0,12.0,,,
2238,1995-08-17 18:00:00,27.0,61,189,1019,11.0,45.0,50,0,11.0,,,
2239,1995-08-17 18:30:00,26.1,64,187,1019,6.0,45.0,51,0,6.0,,,
2240,1995-08-17 19:00:00,24.8,69,188,1020,7.0,180.0,8,0,7.0,,,
2241,1995-08-17 19:30:00,23.5,71,180,1020,2.0,180.0,0,0,2.0,,,
2242,1995-08-17 20:00:00,22.6,74,177,1020,2.0,45.0,0,0,2.0,,,
2243,1995-08-17 20:30:00,22.2,77,179,1020,1.0,45.0,0,0,1.0,,,
2244,1995-08-17 21:00:00,21.3,76,169,1020,1.0,45.0,0,0,1.0,,,
2245,1995-08-17 21:30:00,20.4,83,175,1020,2.0,45.0,0,0,2.0,,,
2246,1995-08-17 22:00:00,20.0,83,171,1020,2.0,45.0,0,0,2.0,,,
2247,1995-08-17 22:30:00,20.0,83,171,1020,1.0,45.0,0,0,1.0,,,
2248,1995-08-17 22:59:00,19.1,87,168,1020,0.0,,0,0,0.0,,,
2249,1995-08-17 23:00:00,19.1,87,168,1020,0.0,,0,0,0.0,,,
2250,1995-08-17 23:30:00,18.6,87,165,1020,0.0,,0,0,0.0,,,
2251,1995-08-18 00:00:00,18.6,87,165,1020,1.0,45.0,0,0,1.0,,,
2252,1995-08-18 00:30:00,18.2,91,167,1020,3.0,0.0,0,0,3.0,,,
2253,1995-08-18 01:00:00,18.2,91,167,1020,3.0,45.0,0,0,3.0,,,
2254,1995-08-18 01:30:00,17.7,91,162,1020,4.0,0.0,0,0,4.0,,,
2255,1995-08-18 02:00:00,17.3,91,158,1020,4.0,0.0,0,0,4.0,,,
2256,1995-08-18 02:30:00,17.3,91,158,1020,5.0,0.0,0,0,5.0,,,
2257,1995-08-18 03:00:00,17.3,95,165,1020,4.0,45.0,0,0,4.0,,,
2258,1995-08-18 03:30:00,17.7,91,162,1020,5.0,45.0,0,0,5.0,,,
2259,1995-08-18 04:00:00,18.2,91,167,1020,1.0,45.0,0,0,1.0,,,
2260,1995-08-18 04:30:00,18.2,91,167,1020,3.0,0.0,0,0,3.0,,,
2261,1995-08-18 05:00:00,18.2,91,167,1020,8.0,0.0,0,0,8.0,,,
2262,1995-08-18 05:30:00,18.2,91,167,1020,14.0,45.0,0,0,14.0,,,
2263,1995-08-18 06:00:00,18.2,91,167,1020,15.0,0.0,0,0,15.0,,,
2264,1995-08-18 06:30:00,18.2,91,167,1020,18.0,0.0,0,0,18.0,,,
2265,1995-08-18 07:00:00,18.6,87,165,1020,20.0,0.0,0,0,20.0,,,
2266,1995-08-18 07:30:00,18.6,91,171,1020,24.0,0.0,0,0,24.0,,,
2267,1995-08-18 08:00:00,19.1,87,168,1020,24.0,45.0,0,0,24.0,,,
2268,1995-08-18 08:30:00,20.0,83,171,1020,18.0,45.0,0,0,18.0,,,
2269,1995-08-18 09:00:00,20.4,83,175,1020,17.0,0.0,0,0,17.0,,,
2270,1995-08-18 09:30:00,21.3,80,178,1020,12.0,45.0,4,0,12.0,,,
2271,1995-08-18 10:00:00,21.7,81,182,1020,19.0,0.0,50,0,19.0,,,
2272,1995-08-18 10:30:00,23.0,71,174,1020,14.0,0.0,50,0,14.0,,,
2273,1995-08-18 11:00:00,23.9,71,184,1019,8.0,0.0,50,0,8.0,,,
2274,1995-08-18 11:30:00,24.8,69,188,1019,12.0,0.0,50,0,12.0,,,
2275,1995-08-18 12:00:00,25.7,63,182,1019,19.0,0.0,50,0,19.0,,,
2276,1995-08-18 12:30:00,27.0,58,182,1019,12.0,0.0,30,0,12.0,,,
2277,1995-08-18 13:00:00,27.4,56,179,1018,6.0,0.0,38,0,6.0,,,
2278,1995-08-18 13:30:00,27.8,54,177,1018,6.0,0.0,45,0,6.0,,,
2279,1995-08-18 14:00:00,27.8,51,169,1018,20.0,45.0,33,0,20.0,,,
2280,1995-08-18 14:30:00,27.8,54,177,1018,16.0,0.0,36,0,16.0,,,
2281,1995-08-18 15:00:00,28.7,52,178,1018,16.0,0.0,22,0,16.0,,,
2282,1995-08-18 15:30:00,28.7,52,178,1018,22.0,0.0,14,0,22.0,,,
2283,1995-08-18 16:00:00,28.3,54,181,1018,10.0,45.0,3,0,10.0,,,
2284,1995-08-18 16:30:00,28.3,57,190,1017,8.0,45.0,0,0,8.0,,,
2285,1995-08-18 17:00:00,28.3,54,181,1017,5.0,180.0,22,0,5.0,,,
2286,1995-08-18 17:30:00,27.8,54,177,1017,5.0,45.0,19,0,5.0,,,
2287,1995-08-18 18:00:00,27.4,54,172,1018,6.0,135.0,0,0,6.0,,,
2288,1995-08-18 18:30:00,26.5,55,168,1018,3.0,90.0,0,0,3.0,,,
2289,1995-08-18 19:00:00,25.2,60,169,1018,2.0,135.0,0,0,2.0,,,
2290,1995-08-18 19:30:00,24.3,62,166,1019,2.0,0.0,0,0,2.0,,,
2291,1995-08-18 20:00:00,23.5,67,171,1018,1.0,90.0,0,0,1.0,,,
2292,1995-08-18 20:30:00,23.0,68,167,1019,2.0,45.0,0,0,2.0,,,
2293,1995-08-18 21:00:00,22.2,73,172,1019,1.0,45.0,0,0,1.0,,,
2294,1995-08-18 21:30:00,21.7,73,167,1019,3.0,45.0,0,0,3.0,,,
2295,1995-08-18 22:00:00,20.9,76,165,1019,1.0,45.0,0,0,1.0,,,
2296,1995-08-18 22:30:00,20.4,80,168,1019,1.0,45.0,0,0,1.0,,,
2297,1995-08-18 22:59:00,20.0,83,171,1019,1.0,45.0,0,0,1.0,,,
2298,1995-08-18 23:00:00,20.0,83,171,1019,1.0,45.0,0,0,1.0,,,
2299,1995-08-18 23:30:00,19.5,83,166,1019,0.0,,0,0,0.0,,,
2300,1995-08-19 00:00:00,18.6,91,171,1019,0.0,,0,0,0.0,,,
2301,1995-08-19 00:30:00,18.6,87,165,1019,0.0,,0,0,0.0,,,
2302,1995-08-19 01:00:00,18.2,86,159,1019,4.0,0.0,0,0,4.0,,,
2303,1995-08-19 01:30:00,17.7,91,162,1019,7.0,0.0,0,0,7.0,,,
2304,1995-08-19 02:00:00,17.3,91,158,1019,10.0,0.0,0,0,10.0,,,
2305,1995-08-19 02:30:00,16.8,91,153,1019,21.0,0.0,0,0,21.0,,,
2306,1995-08-19 03:00:00,16.4,91,149,1019,27.0,0.0,0,0,27.0,,,
2307,1995-08-19 03:30:00,15.9,90,143,1019,14.0,0.0,0,0,14.0,,,
2308,1995-08-19 04:00:00,15.9,96,152,1018,27.0,0.0,0,0,27.0,,,
2309,1995-08-19 04:30:00,15.9,96,152,1019,12.0,0.0,0,0,12.0,,,
2310,1995-08-19 05:00:00,15.5,89,137,1019,19.0,0.0,0,0,19.0,,,
2311,1995-08-19 05:30:00,15.5,95,146,1019,17.0,0.0,0,0,17.0,,,
2312,1995-08-19 06:00:00,15.9,90,143,1020,19.0,0.0,0,0,19.0,,,
2313,1995-08-19 06:30:00,15.9,96,152,1019,35.0,0.0,0,0,35.0,,,
2314,1995-08-19 07:00:00,16.4,91,149,1019,30.0,0.0,0,0,30.0,,,
2315,1995-08-19 07:30:00,16.8,91,153,1020,28.0,0.0,0,0,28.0,,,
2316,1995-08-19 08:00:00,17.3,91,158,1020,20.0,0.0,0,0,20.0,,,
2317,1995-08-19 08:30:00,18.2,91,167,1020,29.0,0.0,0,0,29.0,,,
2318,1995-08-19 09:00:00,19.1,87,168,1020,29.0,0.0,0,0,29.0,,,
2319,1995-08-19 09:30:00,20.0,83,171,1020,28.0,0.0,1,0,28.0,,,
2320,1995-08-19 10:00:00,21.3,80,178,1020,17.0,0.0,22,0,17.0,,,
2321,1995-08-19 10:30:00,22.6,70,170,1019,28.0,0.0,46,0,28.0,,,
2322,1995-08-19 11:00:00,23.9,68,177,1019,44.0,0.0,50,0,44.0,,,
2323,1995-08-19 11:30:00,24.8,62,172,1019,41.0,0.0,4,0,41.0,,,
2324,1995-08-19 12:00:00,25.7,63,182,1019,38.0,0.0,31,0,38.0,,,
2325,1995-08-19 12:30:00,26.5,58,177,1018,27.0,0.0,1,0,27.0,,,
2326,1995-08-19 13:00:00,27.4,56,179,1018,31.0,0.0,0,0,31.0,,,
2327,1995-08-19 13:30:00,28.3,54,181,1018,22.0,0.0,0,0,22.0,,,
2328,1995-08-19 14:00:00,28.3,57,190,1018,14.0,0.0,3,0,14.0,,,
2329,1995-08-19 14:30:00,28.7,55,188,1018,25.0,0.0,3,0,25.0,,,
2330,1995-08-19 15:00:00,28.7,52,178,1018,9.0,0.0,0,0,9.0,,,
2331,1995-08-19 15:30:00,28.7,49,171,1018,39.0,0.0,0,0,39.0,,,
2332,1995-08-19 16:00:00,28.7,52,178,1018,35.0,45.0,6,0,35.0,,,
2333,1995-08-19 16:30:00,28.3,54,181,1018,35.0,45.0,2,0,35.0,,,
2334,1995-08-19 17:00:00,28.3,54,181,1018,25.0,45.0,25,0,25.0,,,
2335,1995-08-19 17:30:00,27.8,54,177,1018,19.0,45.0,3,0,19.0,,,
2336,1995-08-19 18:00:00,27.0,56,174,1018,22.0,45.0,0,0,22.0,,,
2337,1995-08-19 18:30:00,26.1,55,163,1019,33.0,45.0,0,0,33.0,,,
2338,1995-08-19 19:00:00,25.2,57,160,1019,13.0,45.0,0,0,13.0,,,
2339,1995-08-19 19:30:00,24.3,59,158,1020,8.0,45.0,0,0,8.0,,,
2340,1995-08-19 20:00:00,23.5,64,164,1020,2.0,45.0,0,0,2.0,,,
2341,1995-08-19 20:30:00,23.0,64,158,1020,8.0,45.0,0,0,8.0,,,
2342,1995-08-19 21:00:00,22.6,60,144,1020,22.0,45.0,0,0,22.0,,,
2343,1995-08-19 21:30:00,21.7,66,150,1021,27.0,0.0,0,0,27.0,,,
2344,1995-08-19 22:00:00,21.3,69,153,1020,30.0,0.0,0,0,30.0,,,
2345,1995-08-19 22:30:00,20.4,72,152,1020,27.0,0.0,0,0,27.0,,,
2346,1995-08-19 22:59:00,20.0,75,155,1021,31.0,0.0,0,0,31.0,,,
2347,1995-08-19 23:00:00,20.0,75,155,1021,31.0,0.0,0,0,31.0,,,
2348,1995-08-19 23:30:00,19.1,78,152,1021,32.0,0.0,0,0,32.0,,,
2349,1995-08-20 00:00:00,19.1,78,152,1021,26.0,0.0,0,0,26.0,,,
2350,1995-08-20 00:30:00,18.6,83,156,1020,18.0,0.0,0,0,18.0,,,
2351,1995-08-20 01:00:00,18.2,82,152,1021,13.0,0.0,0,0,13.0,,,
2352,1995-08-20 01:30:00,17.7,87,155,1020,9.0,0.0,0,0,9.0,,,
2353,1995-08-20 02:00:00,17.7,87,155,1021,11.0,0.0,0,0,11.0,,,
2354,1995-08-20 02:30:00,17.3,91,158,1021,12.0,0.0,0,0,12.0,,,
2355,1995-08-20 03:00:00,17.3,86,149,1021,13.0,0.0,0,0,13.0,,,
2356,1995-08-20 03:30:00,16.8,91,153,1021,14.0,0.0,0,0,14.0,,,
2357,1995-08-20 04:00:00,16.4,85,140,1021,25.0,0.0,0,0,25.0,,,
2358,1995-08-20 04:30:00,15.9,90,143,1021,25.0,0.0,0,0,25.0,,,
2359,1995-08-20 05:00:00,15.5,89,137,1022,26.0,0.0,0,0,26.0,,,
2360,1995-08-20 05:30:00,15.5,89,137,1022,30.0,0.0,0,0,30.0,,,
